,sim_type,RHOS,NUM_STATIONS,NUM_PACKETS,BITRATE,PKTSIZE,delay,qsize,ssize,busy,fingerprint
2013,var,0.1,8,20000,2000,500,2.221279973,0.010955936,0.111148635,0.100205727,9438.63957
2014,var,0.1,8,20000,2000,1000,4.448684847,0.011294475,0.11151139,0.100223153,5698.349543
2015,var,0.1,8,20000,2000,2000,8.888256781,0.011425487,0.111326286,0.09992585,7199.757735
2016,var,0.1,11,2000,1000,500,5.997209251,0.008509977,0.109767059,0.101291448,6749.241729
2017,var,0.1,11,2000,1000,1000,12.33348409,0.011029992,0.115530535,0.104569561,149.3390249
2018,var,0.1,11,2000,1000,2000,24.5910821,0.010513086,0.109809971,0.099420449,245.678773
2019,var,0.1,11,2000,1500,500,4.023443049,0.011202089,0.106695929,0.095761063,8271.396553
2020,var,0.1,11,2000,1500,1000,8.221256035,0.011882828,0.111962527,0.10022396,9782.64459
2021,var,0.1,11,2000,1500,2000,16.360154,0.011230087,0.118402042,0.1072885,1228.021036
2022,var,0.1,11,2000,2000,500,3.017664468,0.009637122,0.110573701,0.101038764,3652.529165
2023,var,0.1,11,2000,2000,1000,6.091135206,0.010373031,0.112289925,0.102008673,7429.670221
2024,var,0.1,11,2000,2000,2000,12.00536133,0.008776886,0.107007633,0.09827043,1233.466603
2025,var,0.1,11,5000,1000,500,6.117993375,0.010990656,0.111155094,0.100232527,3611.995088
2026,var,0.1,11,5000,1000,1000,12.19702926,0.011656045,0.113856351,0.102269983,8820.456458
2027,var,0.1,11,5000,1000,2000,24.59931761,0.011837865,0.112590335,0.100766991,6730.776757
2028,var,0.1,11,5000,1500,500,4.08808377,0.010543362,0.110824979,0.100288776,7244.213681
2029,var,0.1,11,5000,1500,1000,8.118537343,0.010513523,0.108640714,0.098178086,6852.916534
2030,var,0.1,11,5000,1500,2000,16.24086269,0.012308651,0.113155258,0.100892534,95.9581976
2031,var,0.1,11,5000,2000,500,3.070716659,0.01153366,0.109502444,0.098059589,2548.091252
2032,var,0.1,11,5000,2000,1000,6.15013563,0.012573993,0.11306864,0.100556058,7802.413849
2033,var,0.1,11,5000,2000,2000,12.27751089,0.010886477,0.112000218,0.1011854,2603.419205
2034,var,0.1,11,10000,1000,500,6.104668608,0.010678701,0.110571858,0.099916707,7050.193464
2035,var,0.1,11,10000,1000,1000,12.2149122,0.012140191,0.112924726,0.100787383,1969.562904
2036,var,0.1,11,10000,1000,2000,24.55689852,0.011454854,0.111972719,0.100566682,8222.692918
2037,var,0.1,11,10000,1500,500,4.077183624,0.011908266,0.112122056,0.100250559,8939.738445
2038,var,0.1,11,10000,1500,1000,8.121970802,0.010039359,0.110950631,0.100926716,4085.282029
2039,var,0.1,11,10000,1500,2000,16.16821552,0.010477572,0.109553113,0.099124493,5759.420919
2040,var,0.1,11,10000,2000,500,3.048900105,0.012501009,0.11386576,0.101403092,8764.840953
2041,var,0.1,11,10000,2000,1000,6.120545911,0.011741531,0.113925137,0.102184573,3346.505035
2042,var,0.1,11,10000,2000,2000,12.22711051,0.013164573,0.114922689,0.101846995,5433.892007
2043,var,0.1,11,20000,1000,500,6.100038792,0.010246721,0.109874264,0.099654313,6534.640719
2044,var,0.1,11,20000,1000,1000,12.23340826,0.010690328,0.110996738,0.100308418,2282.762861
2045,var,0.1,11,20000,1000,2000,24.45360645,0.011021837,0.11111524,0.100111965,5087.595566
2046,var,0.1,11,20000,1500,500,4.077427686,0.011867847,0.111963721,0.10012284,3502.334147
2047,var,0.1,11,20000,1500,1000,8.166467312,0.011254448,0.112480105,0.101234922,7987.482786
2048,var,0.1,11,20000,1500,2000,16.20029284,0.010900576,0.109245901,0.098360464,9053.590701
2049,var,0.1,11,20000,2000,500,3.060106746,0.011410362,0.112545829,0.101137704,6865.358661
2050,var,0.1,11,20000,2000,1000,6.090671072,0.010493794,0.109172392,0.09870139,9283.044797
2051,var,0.1,11,20000,2000,2000,12.28615084,0.012327011,0.113860944,0.101543483,5006.470849
2052,var,0.1,14,2000,1000,500,7.767895138,0.011843171,0.115024805,0.103245234,227.8795894
2053,var,0.1,14,2000,1000,1000,15.35666723,0.009136498,0.100949311,0.092061536,7603.125288
2054,var,0.1,14,2000,1000,2000,30.87289532,0.011390598,0.109810876,0.098575244,666.5558711
2055,var,0.1,14,2000,1500,500,5.155088391,0.010992896,0.110870125,0.100086568,819.3578088
2056,var,0.1,14,2000,1500,1000,10.45078398,0.010819297,0.110113552,0.099431019,5365.459488
2057,var,0.1,14,2000,1500,2000,20.61812837,0.011425661,0.11214869,0.100949,5857.444955
2058,var,0.1,14,2000,2000,500,3.855277074,0.008305369,0.103716667,0.095608287,2407.666266
2059,var,0.1,14,2000,2000,1000,7.724365063,0.012771339,0.114829216,0.10213648,2739.169836
2060,var,0.1,14,2000,2000,2000,15.77287211,0.009366664,0.111351075,0.102188998,6309.08743
2061,var,0.1,14,5000,1000,500,7.809722697,0.011878743,0.111460577,0.099595778,8770.420673
2062,var,0.1,14,5000,1000,1000,15.81928903,0.012745155,0.114731182,0.102071251,7608.866037
2063,var,0.1,14,5000,1000,2000,31.09964768,0.011343104,0.112508083,0.10117122,7396.123451
2064,var,0.1,14,5000,1500,500,5.177581438,0.011245661,0.110010999,0.098791447,5240.407566
2065,var,0.1,14,5000,1500,1000,10.30598576,0.011653237,0.111081032,0.0994497,5926.879674
2066,var,0.1,14,5000,1500,2000,20.77665408,0.010057237,0.11117156,0.101186273,1158.655501
2067,var,0.1,14,5000,2000,500,3.861926801,0.011057343,0.110521161,0.099505262,8054.203591
2068,var,0.1,14,5000,2000,1000,7.737454372,0.012061121,0.110830423,0.098899836,2332.457228
2069,var,0.1,14,5000,2000,2000,15.61469458,0.012375693,0.111821995,0.099491882,9667.283104
2070,var,0.1,14,10000,1000,500,7.781335256,0.011409028,0.111703781,0.100320064,9422.41948
2071,var,0.1,14,10000,1000,1000,15.453629,0.011523969,0.111624714,0.10013101,1152.437603
2072,var,0.1,14,10000,1000,2000,31.02455011,0.010450873,0.10968156,0.099230784,6223.896539
2073,var,0.1,14,10000,1500,500,5.174808744,0.011125563,0.11214877,0.101046099,4653.569579
2074,var,0.1,14,10000,1500,1000,10.41616276,0.011009562,0.108889782,0.097909265,320.6721137
2075,var,0.1,14,10000,1500,2000,20.7525293,0.010189336,0.109981384,0.099795078,2963.043592
2076,var,0.1,14,10000,2000,500,3.898531107,0.010869458,0.111563681,0.100721042,5653.080096
2077,var,0.1,14,10000,2000,1000,7.824232187,0.01163772,0.113430448,0.101799296,3353.044959
2078,var,0.1,14,10000,2000,2000,15.56056248,0.012244581,0.1119139,0.099683426,9844.834062
2079,var,0.1,14,20000,1000,500,7.780719356,0.011187714,0.110673805,0.09950486,991.471322
2080,var,0.1,14,20000,1000,1000,15.45602326,0.009980663,0.107710558,0.097738953,4557.661269
2081,var,0.1,14,20000,1000,2000,31.28424337,0.011254347,0.112444872,0.101196093,8445.432547
2082,var,0.1,14,20000,1500,500,5.185686479,0.010472248,0.111098727,0.100626966,4321.809595
2083,var,0.1,14,20000,1500,1000,10.37811146,0.011712817,0.112655682,0.100944637,9446.275811
2084,var,0.1,14,20000,1500,2000,20.79758607,0.010593146,0.111231266,0.100645934,1177.841744
2085,var,0.1,14,20000,2000,500,3.885610764,0.011323242,0.110157901,0.09885179,8354.433792
2086,var,0.1,14,20000,2000,1000,7.718651004,0.011206931,0.111213356,0.100012443,1453.171503
2087,var,0.1,14,20000,2000,2000,15.55039545,0.011118343,0.111902716,0.100809198,3468.132922
2088,var,0.1,17,2000,1000,500,9.398511333,0.011279658,0.114083785,0.102957428,6400.777487
2089,var,0.1,17,2000,1000,1000,19.11805621,0.010267045,0.110813261,0.100633074,5216.328353
2090,var,0.1,17,2000,1000,2000,38.07870537,0.009872262,0.106628537,0.096826769,8607.852976
2091,var,0.1,17,2000,1500,500,6.352955637,0.012937654,0.11296221,0.100261008,9591.094821
2092,var,0.1,17,2000,1500,1000,12.41853293,0.012259824,0.110329967,0.098202057,4434.03194
2093,var,0.1,17,2000,1500,2000,24.99670985,0.01107168,0.1081992,0.097132313,4903.998913
2094,var,0.1,17,2000,2000,500,4.711781562,0.013262581,0.112300285,0.099078911,6285.960935
2095,var,0.1,17,2000,2000,1000,9.305295549,0.009477662,0.108059586,0.098634336,7242.73415
2096,var,0.1,17,2000,2000,2000,18.7227171,0.012626861,0.109597766,0.097014047,9036.601978
2097,var,0.1,17,5000,1000,500,9.426431475,0.01084181,0.110177808,0.0994205,6495.897253
2098,var,0.1,17,5000,1000,1000,18.83816488,0.009758403,0.10920739,0.099505798,1620.438622
2099,var,0.1,17,5000,1000,2000,37.45178144,0.0107521,0.106500627,0.09586819,620.7988622
2100,var,0.1,17,5000,1500,500,6.334540858,0.012202562,0.113956323,0.101783738,5085.687736
2101,var,0.1,17,5000,1500,1000,12.63888065,0.010575039,0.109022844,0.098512874,7642.014104
2102,var,0.1,17,5000,1500,2000,24.98891873,0.010499643,0.109015924,0.09852337,898.2635901
2103,var,0.1,17,5000,2000,500,4.686421748,0.010293031,0.110202979,0.099960802,886.5658684
2104,var,0.1,17,5000,2000,1000,9.516785232,0.010246541,0.107344631,0.097240537,4979.640027
2105,var,0.1,17,5000,2000,2000,19.06554733,0.012123355,0.115952988,0.103855763,3816.957197
2106,var,0.1,17,10000,1000,500,9.459545366,0.011369516,0.1131678,0.10180878,7522.809861
2107,var,0.1,17,10000,1000,1000,18.79322681,0.010754656,0.109347232,0.098601018,9670.181161
2108,var,0.1,17,10000,1000,2000,37.63851128,0.011922972,0.11191736,0.10003851,6391.827294
2109,var,0.1,17,10000,1500,500,6.289764739,0.011091341,0.109763467,0.098683034,6914.236204
2110,var,0.1,17,10000,1500,1000,12.66168533,0.01198001,0.113582115,0.101627334,9539.298906
2111,var,0.1,17,10000,1500,2000,25.11516511,0.011895371,0.112780629,0.100888518,2052.993656
2112,var,0.1,17,10000,2000,500,4.740909191,0.011451431,0.111227052,0.09981514,2605.762793
2113,var,0.1,17,10000,2000,1000,9.438256236,0.011337973,0.1120213,0.100710866,3008.830199
2114,var,0.1,17,10000,2000,2000,18.9665223,0.010578528,0.110297751,0.099727247,1044.599174
2115,var,0.1,17,20000,1000,500,9.433009227,0.011183263,0.110885172,0.099718725,4623.862986
2116,var,0.1,17,20000,1000,1000,18.89195107,0.011074853,0.10971286,0.098643002,9706.590387
2117,var,0.1,17,20000,1000,2000,37.78954508,0.010501817,0.110600676,0.100110985,5696.095726
2118,var,0.1,17,20000,1500,500,6.275799309,0.010952556,0.111253413,0.100311631,5512.121944
2119,var,0.1,17,20000,1500,1000,12.56090309,0.010650987,0.109396698,0.098765262,3168.214562
2120,var,0.1,17,20000,1500,2000,25.18847863,0.010942587,0.111290262,0.100359992,2002.259779
2121,var,0.1,17,20000,2000,500,4.736068866,0.011568441,0.113010966,0.101455204,6953.170083
2122,var,0.1,17,20000,2000,1000,9.435855638,0.009691712,0.108278758,0.098593068,8591.812198
2123,var,0.1,17,20000,2000,2000,18.86516254,0.010439175,0.109668644,0.099237299,9453.214337
2124,var,0.1,20,2000,1000,500,11.17712045,0.01210032,0.113632518,0.101756341,3329.494716
2125,var,0.1,20,2000,1000,1000,22.30499808,0.009261294,0.108929953,0.099854897,2961.709153
2126,var,0.1,20,2000,1000,2000,44.93870849,0.014088881,0.118363115,0.10436137,35.5476463
2127,var,0.1,20,2000,1500,500,7.43156385,0.011432309,0.111027041,0.099649291,923.4760782
2128,var,0.1,20,2000,1500,1000,14.73213244,0.009584725,0.107776832,0.098210981,4009.883093
2129,var,0.1,20,2000,1500,2000,29.5726234,0.011249464,0.105948608,0.094924526,7469.784172
2130,var,0.1,20,2000,2000,500,5.554446303,0.015276975,0.112949107,0.097748666,4367.925139
2131,var,0.1,20,2000,2000,1000,11.1074756,0.012142835,0.114363923,0.102298848,3652.897055
2132,var,0.1,20,2000,2000,2000,22.25508387,0.013850401,0.113842713,0.100254537,928.818584
2133,var,0.1,20,5000,1000,500,11.07056524,0.011572297,0.112209107,0.10065006,7038.689593
2134,var,0.1,20,5000,1000,1000,22.34021819,0.011879565,0.111666992,0.099797539,1082.9466
2135,var,0.1,20,5000,1000,2000,44.72027047,0.010746415,0.110000764,0.099307225,7900.608522
2136,var,0.1,20,5000,1500,500,7.41103995,0.012019231,0.114102462,0.102145383,9538.725416
2137,var,0.1,20,5000,1500,1000,14.94318927,0.011309464,0.110888265,0.099628542,2055.286169
2138,var,0.1,20,5000,1500,2000,29.49503962,0.010871555,0.110079525,0.099230999,4047.642138
2139,var,0.1,20,5000,2000,500,5.529906807,0.012484971,0.113090915,0.100621673,9034.226344
2140,var,0.1,20,5000,2000,1000,11.11381203,0.011302356,0.109095265,0.097817782,1452.358407
2141,var,0.1,20,5000,2000,2000,22.15397398,0.010779378,0.111402296,0.100641021,6911.240086
2142,var,0.1,20,10000,1000,500,11.1143543,0.009286156,0.105639554,0.096378662,7109.274783
2143,var,0.1,20,10000,1000,1000,22.13617382,0.012092634,0.111586504,0.099505329,2447.001916
2144,var,0.1,20,10000,1000,2000,44.54208394,0.010796943,0.109221267,0.098442539,122.8643526
2145,var,0.1,20,10000,1500,500,7.39725357,0.010590743,0.109449945,0.098877931,4685.925039
2146,var,0.1,20,10000,1500,1000,14.80404299,0.011568559,0.109686059,0.098133677,2922.705606
2147,var,0.1,20,10000,1500,2000,29.56158773,0.010458949,0.109070975,0.098634605,8587.932766
2148,var,0.1,20,10000,2000,500,5.571379115,0.011684951,0.112471408,0.100823734,1768.567219
2149,var,0.1,20,10000,2000,1000,11.1075149,0.011147142,0.111915564,0.100771796,7706.698068
2150,var,0.1,20,10000,2000,2000,22.18654978,0.010655792,0.1110433,0.100399597,3867.320997
2151,var,0.1,20,20000,1000,500,11.11891423,0.010825617,0.109602979,0.098808763,5654.117184
2152,var,0.1,20,20000,1000,1000,22.18475372,0.011524661,0.113415691,0.101901655,8054.856899
2153,var,0.1,20,20000,1000,2000,44.65441475,0.010949573,0.111134243,0.100192759,3304.113313
2154,var,0.1,20,20000,1500,500,7.408647681,0.011328726,0.111692876,0.100372967,144.8788205
2155,var,0.1,20,20000,1500,1000,14.76634595,0.010831247,0.111020925,0.100191039,3117.608247
2156,var,0.1,20,20000,1500,2000,29.54667454,0.010398275,0.110133053,0.099738952,1540.494469
2157,var,0.1,20,20000,2000,500,5.552434187,0.010829172,0.109564864,0.098740019,579.5900051
2158,var,0.1,20,20000,2000,1000,11.14593853,0.011122096,0.110489151,0.099379253,8832.139477
2159,var,0.1,20,20000,2000,2000,22.0620905,0.010924258,0.109941719,0.099050028,2015.956962
2160,var,0.2,5,2000,1000,500,3.018910656,0.043217824,0.234564634,0.191640486,799.8900896
2161,var,0.2,5,2000,1000,1000,6.105662492,0.044313759,0.241440001,0.197218793,8419.800132
2162,var,0.2,5,2000,1000,2000,12.2294674,0.040329385,0.2282446,0.187986626,409.1398474
2163,var,0.2,5,2000,1500,500,2.091314725,0.051322162,0.259454336,0.208239859,5402.720396
2164,var,0.2,5,2000,1500,1000,4.107794262,0.052567374,0.255993401,0.203433318,3307.49393
2165,var,0.2,5,2000,1500,2000,8.220127502,0.047097397,0.253621244,0.206873717,813.5560903
2166,var,0.2,5,2000,2000,500,1.53752853,0.045939333,0.237448684,0.191531021,5208.680999
2167,var,0.2,5,2000,2000,1000,3.192334973,0.056534613,0.265364971,0.209076579,3533.884666
2168,var,0.2,5,2000,2000,2000,6.069508951,0.038765157,0.230286953,0.192068898,8670.690112
2169,var,0.2,5,5000,1000,500,3.09362132,0.044861083,0.240957458,0.19622265,6987.604969
2170,var,0.2,5,5000,1000,1000,6.247304246,0.047166429,0.242759875,0.195722342,4498.504185
2171,var,0.2,5,5000,1000,2000,12.54293768,0.054048497,0.258829839,0.20480553,8679.854664
2172,var,0.2,5,5000,1500,500,2.095536097,0.049252511,0.24926086,0.200024731,6584.773337
2173,var,0.2,5,5000,1500,1000,4.095355385,0.044286659,0.235825342,0.191661556,4422.908873
2174,var,0.2,5,5000,1500,2000,8.196916164,0.047956846,0.243027168,0.195266908,3208.813559
2175,var,0.2,5,5000,2000,500,1.560709964,0.048610993,0.245867517,0.197489411,1793.398254
2176,var,0.2,5,5000,2000,1000,3.180690438,0.051286869,0.252649501,0.201526624,541.6767168
2177,var,0.2,5,5000,2000,2000,6.15212613,0.045713692,0.240457669,0.194757665,2643.483616
2178,var,0.2,5,10000,1000,500,3.119213076,0.053058689,0.258388358,0.205455731,4497.508455
2179,var,0.2,5,10000,1000,1000,6.272667178,0.049691873,0.250649699,0.201008188,2171.978174
2180,var,0.2,5,10000,1000,2000,12.54243759,0.05002314,0.247801218,0.197899361,6735.402096
2181,var,0.2,5,10000,1500,500,2.083676722,0.048171031,0.24834332,0.200203459,3071.22547
2182,var,0.2,5,10000,1500,1000,4.176407602,0.052416945,0.249468671,0.197065937,800.7745337
2183,var,0.2,5,10000,1500,2000,8.377779747,0.055571474,0.258333224,0.202812852,3787.930606
2184,var,0.2,5,10000,2000,500,1.558521607,0.049051962,0.244178886,0.19524437,586.4191672
2185,var,0.2,5,10000,2000,1000,3.149892003,0.051681262,0.256430656,0.204866068,7020.981716
2186,var,0.2,5,10000,2000,2000,6.179955328,0.046890909,0.240744602,0.193919821,9636.157062
2187,var,0.2,5,20000,1000,500,3.121262627,0.050047897,0.250223677,0.200192235,1148.360758
2188,var,0.2,5,20000,1000,1000,6.251164927,0.052564246,0.258517223,0.205992659,2195.115917
2189,var,0.2,5,20000,1000,2000,12.47997182,0.04839007,0.246584968,0.198201522,9599.815247
2190,var,0.2,5,20000,1500,500,2.079572831,0.050492978,0.250349389,0.199860791,6345.778322
2191,var,0.2,5,20000,1500,1000,4.166505665,0.049375032,0.251168058,0.201803123,2299.837662
2192,var,0.2,5,20000,1500,2000,8.323051951,0.046340752,0.242470437,0.196197622,1917.649004
2193,var,0.2,5,20000,2000,500,1.555703921,0.047066924,0.243784247,0.196821582,1270.632741
2194,var,0.2,5,20000,2000,1000,3.107215153,0.04859959,0.245714073,0.197137553,4807.572323
2195,var,0.2,5,20000,2000,2000,6.300468851,0.050395108,0.25100724,0.200674591,9005.197861
2196,var,0.2,8,2000,1000,500,4.970640169,0.03855462,0.232002454,0.193677333,6909.510953
2197,var,0.2,8,2000,1000,1000,10.04323637,0.054938189,0.259129043,0.204566518,8514.782123
2198,var,0.2,8,2000,1000,2000,20.15492137,0.060192325,0.273242303,0.213177267,6147.654298
2199,var,0.2,8,2000,1500,500,3.330035977,0.048198712,0.249193615,0.201147434,1562.273539
2200,var,0.2,8,2000,1500,1000,6.512818233,0.039128269,0.230658188,0.191732021,7981.2317
2201,var,0.2,8,2000,1500,2000,13.19162327,0.047351951,0.243459966,0.196272459,2747.55546
2202,var,0.2,8,2000,2000,500,2.472709591,0.045867336,0.24138768,0.195594074,4191.963965
2203,var,0.2,8,2000,2000,1000,4.989085753,0.05697295,0.264875173,0.20843611,9524.883336
2204,var,0.2,8,2000,2000,2000,10.05369671,0.04569723,0.240396087,0.194909377,8691.168559
2205,var,0.2,8,5000,1000,500,4.949804326,0.0486064,0.246396275,0.198173607,3996.784263
2206,var,0.2,8,5000,1000,1000,9.926279737,0.046764419,0.240226619,0.193677708,500.029347
2207,var,0.2,8,5000,1000,2000,20.30460654,0.054639036,0.262927691,0.208336508,4888.199758
2208,var,0.2,8,5000,1500,500,3.367872015,0.056280471,0.26088319,0.20465441,9781.329748
2209,var,0.2,8,5000,1500,1000,6.683304842,0.051847898,0.256217516,0.204406757,7967.828312
2210,var,0.2,8,5000,1500,2000,13.15116123,0.04652104,0.239797757,0.193681006,9354.826714
2211,var,0.2,8,5000,2000,500,2.477732356,0.052223659,0.256720027,0.204582945,315.8561064
2212,var,0.2,8,5000,2000,1000,5.000662894,0.047387522,0.242523539,0.195290736,2062.177341
2213,var,0.2,8,5000,2000,2000,9.959896827,0.045844686,0.238009948,0.192254275,1331.657445
2214,var,0.2,8,10000,1000,500,4.992624828,0.047213967,0.24355015,0.196397517,2427.31724
2215,var,0.2,8,10000,1000,1000,9.971652883,0.044654444,0.245297632,0.200752694,4807.987087
2216,var,0.2,8,10000,1000,2000,20.16428131,0.05260201,0.252976486,0.200474585,7846.387578
2217,var,0.2,8,10000,1500,500,3.281092994,0.046849426,0.243326701,0.19650427,4546.651165
2218,var,0.2,8,10000,1500,1000,6.638709692,0.049855361,0.246651841,0.197024919,205.5925462
2219,var,0.2,8,10000,1500,2000,13.3559935,0.050260599,0.251322691,0.201084275,3425.960074
2220,var,0.2,8,10000,2000,500,2.49508373,0.046436298,0.245354613,0.198990845,5687.579066
2221,var,0.2,8,10000,2000,1000,5.007293602,0.051407944,0.252164544,0.200807848,6510.533894
2222,var,0.2,8,10000,2000,2000,10.02809025,0.049759706,0.250263571,0.200517402,6312.422892
2223,var,0.2,8,20000,1000,500,5.015197281,0.047805699,0.245550456,0.197757678,2463.849692
2224,var,0.2,8,20000,1000,1000,9.962586875,0.050028243,0.251143877,0.201147741,8300.931286
2225,var,0.2,8,20000,1000,2000,19.94120449,0.050025166,0.252065078,0.202057701,7052.211369
2226,var,0.2,8,20000,1500,500,3.328708006,0.048198245,0.245324561,0.197137191,7023.189929
2227,var,0.2,8,20000,1500,1000,6.627455343,0.045991858,0.244149592,0.198175732,2807.467909
2228,var,0.2,8,20000,1500,2000,13.16692339,0.046840929,0.243432281,0.196620463,6350.329229
2229,var,0.2,8,20000,2000,500,2.49658604,0.048389435,0.24774518,0.199368388,7617.993941
2230,var,0.2,8,20000,2000,1000,4.989608454,0.048833925,0.247108673,0.198293038,4407.252902
2231,var,0.2,8,20000,2000,2000,9.977725544,0.048463857,0.245645874,0.197183129,4802.786572
2232,var,0.2,11,2000,1000,500,6.967976894,0.053283591,0.248294811,0.195270647,8173.812809
2233,var,0.2,11,2000,1000,1000,14.05961155,0.048436444,0.24629229,0.198004555,8988.649308
2234,var,0.2,11,2000,1000,2000,27.16109945,0.047406884,0.23536473,0.187986664,7712.327024
2235,var,0.2,11,2000,1500,500,4.577516907,0.052569959,0.257450918,0.20562368,6671.543699
2236,var,0.2,11,2000,1500,1000,9.2240256,0.047468995,0.245747547,0.198356016,5331.318356
2237,var,0.2,11,2000,1500,2000,18.60316843,0.046867578,0.248612983,0.201835464,9891.194497
2238,var,0.2,11,2000,2000,500,3.440784927,0.055775198,0.270762713,0.216537069,3796.540936
2239,var,0.2,11,2000,2000,1000,6.925604165,0.04268611,0.237546161,0.195108962,3126.974093
2240,var,0.2,11,2000,2000,2000,14.01491615,0.057912557,0.262914879,0.205503966,4336.777892
2241,var,0.2,11,5000,1000,500,6.994107759,0.061551441,0.264412792,0.20289065,2557.577973
2242,var,0.2,11,5000,1000,1000,13.77444786,0.050256446,0.242094766,0.191919415,4471.637174
2243,var,0.2,11,5000,1000,2000,27.39179017,0.045698188,0.245461589,0.200010039,400.2451272
2244,var,0.2,11,5000,1500,500,4.553533172,0.046074599,0.245487624,0.199450752,1451.470367
2245,var,0.2,11,5000,1500,1000,9.266584032,0.054387159,0.261403021,0.207138466,6364.750194
2246,var,0.2,11,5000,1500,2000,18.61757237,0.050102345,0.250148797,0.200064719,5194.872687
2247,var,0.2,11,5000,2000,500,3.43813915,0.050130861,0.252326129,0.202225962,6089.983084
2248,var,0.2,11,5000,2000,1000,6.973073309,0.0555761,0.263230855,0.207832658,821.0184195
2249,var,0.2,11,5000,2000,2000,13.64880117,0.046744383,0.241531152,0.194942181,4583.579549
2250,var,0.2,11,10000,1000,500,6.890807984,0.049070569,0.246766443,0.197726659,9186.782223
2251,var,0.2,11,10000,1000,1000,13.68587414,0.050446809,0.247539987,0.197115639,1516.185326
2252,var,0.2,11,10000,1000,2000,27.58260483,0.048986525,0.248632449,0.199742066,4238.060231
2253,var,0.2,11,10000,1500,500,4.600065306,0.05478183,0.257697743,0.202966677,6177.189026
2254,var,0.2,11,10000,1500,1000,9.159498234,0.051556893,0.25593589,0.204452102,2979.008244
2255,var,0.2,11,10000,1500,2000,18.43743708,0.048940842,0.251267017,0.202381628,4204.276497
2256,var,0.2,11,10000,2000,500,3.428334478,0.052162163,0.252691469,0.200630046,9829.060016
2257,var,0.2,11,10000,2000,1000,6.86342556,0.051262142,0.249250999,0.198072263,8373.605412
2258,var,0.2,11,10000,2000,2000,13.86486316,0.052601933,0.255937323,0.203352601,1601.41173
2259,var,0.2,11,20000,1000,500,6.845868039,0.047142447,0.245926422,0.198795532,1613.727762
2260,var,0.2,11,20000,1000,1000,13.68615837,0.047564262,0.245301227,0.197742084,1851.826842
2261,var,0.2,11,20000,1000,2000,27.50588341,0.051993825,0.25433676,0.20234931,5805.458746
2262,var,0.2,11,20000,1500,500,4.583525631,0.049914584,0.253091431,0.203196177,6536.17823
2263,var,0.2,11,20000,1500,1000,9.132123843,0.048518105,0.245936974,0.197519749,9617.130017
2264,var,0.2,11,20000,1500,2000,18.30245165,0.049472834,0.247643479,0.198183084,597.8525174
2265,var,0.2,11,20000,2000,500,3.463779201,0.05172926,0.253438055,0.201749133,1423.52873
2266,var,0.2,11,20000,2000,1000,6.916959135,0.049712099,0.250477972,0.200775947,6179.035451
2267,var,0.2,11,20000,2000,2000,13.78937147,0.051509857,0.252075009,0.200592148,4474.641924
2268,var,0.2,14,2000,1000,500,8.655772153,0.048821545,0.2513399,0.202761824,2169.11637
2269,var,0.2,14,2000,1000,1000,17.90200422,0.053185531,0.260437337,0.20729867,4861.885209
2270,var,0.2,14,2000,1000,2000,34.88705984,0.050037191,0.250145387,0.20042068,2269.682018
2271,var,0.2,14,2000,1500,500,5.904464965,0.056299405,0.257992648,0.201889299,5863.129699
2272,var,0.2,14,2000,1500,1000,11.546008,0.04553876,0.239130595,0.193883241,6230.393938
2273,var,0.2,14,2000,1500,2000,23.62752213,0.052939944,0.261102922,0.208165589,6053.671644
2274,var,0.2,14,2000,2000,500,4.282392045,0.045606765,0.24198487,0.196393133,4152.146717
2275,var,0.2,14,2000,2000,1000,8.736109575,0.049709772,0.256859446,0.207636913,7613.314972
2276,var,0.2,14,2000,2000,2000,17.64992037,0.0496252,0.254422819,0.205191864,6944.878018
2277,var,0.2,14,5000,1000,500,8.812801684,0.053882588,0.252424005,0.198945189,8684.323067
2278,var,0.2,14,5000,1000,1000,17.60377434,0.049286996,0.248295485,0.199061686,2747.941377
2279,var,0.2,14,5000,1000,2000,35.3429062,0.052943606,0.256565821,0.203716506,3342.71924
2280,var,0.2,14,5000,1500,500,5.849278281,0.052787693,0.258280618,0.20551924,5622.212315
2281,var,0.2,14,5000,1500,1000,11.64800655,0.046089546,0.242789013,0.196735064,6877.050242
2282,var,0.2,14,5000,1500,2000,23.30281736,0.049354433,0.249096834,0.199744946,3163.887137
2283,var,0.2,14,5000,2000,500,4.359764425,0.044298863,0.242609333,0.198671662,4854.672647
2284,var,0.2,14,5000,2000,1000,8.794602747,0.050587309,0.255312268,0.204766858,7486.450054
2285,var,0.2,14,5000,2000,2000,17.55939111,0.049013994,0.250277864,0.201372297,3628.857418
2286,var,0.2,14,10000,1000,500,8.820992557,0.055372051,0.261143619,0.205901342,3653.966558
2287,var,0.2,14,10000,1000,1000,17.48582336,0.046505528,0.24835522,0.201946039,2439.883543
2288,var,0.2,14,10000,1000,2000,34.93558867,0.051186446,0.250815389,0.199731573,2280.139815
2289,var,0.2,14,10000,1500,500,5.851875089,0.050840776,0.249521175,0.198781383,6787.573938
2290,var,0.2,14,10000,1500,1000,11.60075198,0.048852572,0.247256263,0.198414936,503.9339153
2291,var,0.2,14,10000,1500,2000,23.30060341,0.052721013,0.254046881,0.201366323,7532.078984
2292,var,0.2,14,10000,2000,500,4.360325046,0.04907173,0.249499118,0.200429734,6440.539978
