,sim_type,RHOS,NUM_STATIONS,NUM_PACKETS,BITRATE,PKTSIZE,delay,qsize,ssize,busy,fingerprint
991,fix,0.5,14,10000,1000,1000,47.27867545,1.651817323,2.154963172,0.504414547,4051.598184
992,fix,0.5,14,10000,1000,2000,91.18531198,1.5402611,2.030443367,0.494120675,2027.412133
993,fix,0.5,14,10000,1500,500,15.16046999,1.558677654,2.046673077,0.488057783,9272.727199
994,fix,0.5,14,10000,1500,1000,31.00255231,1.578253172,2.082400932,0.505111807,1191.894154
995,fix,0.5,14,10000,1500,2000,59.42660079,1.494663264,1.976802598,0.483914521,8962.604836
996,fix,0.5,14,10000,2000,500,11.14725251,1.511619503,2.004072501,0.494126055,6783.85668
997,fix,0.5,14,10000,2000,1000,22.32786466,1.473939981,1.969664769,0.495870747,3923.204255
998,fix,0.5,14,10000,2000,2000,46.68134209,1.639885304,2.137997067,0.500005929,8520.648867
999,fix,0.5,14,20000,1000,500,22.81556215,1.543351505,2.042474122,0.499207139,9705.908775
1000,fix,0.5,14,20000,1000,1000,47.04271449,1.600791545,2.101952571,0.501201495,7275.652019
1001,fix,0.5,14,20000,1000,2000,92.48961646,1.568676244,2.061874126,0.496799151,4113.759748
1002,fix,0.5,14,20000,1500,500,15.30381848,1.568995002,2.063440732,0.494487095,7358.68921
1003,fix,0.5,14,20000,1500,1000,30.83597389,1.573590166,2.073865665,0.501662027,3868.221113
1004,fix,0.5,14,20000,1500,2000,62.54087365,1.589387226,2.085112252,0.495792322,8719.034146
1005,fix,0.5,14,20000,2000,500,11.71621511,1.592030924,2.097005977,0.505037133,132.5900147
1006,fix,0.5,14,20000,2000,1000,22.85322105,1.55399134,2.052779438,0.499789458,6111.005339
1007,fix,0.5,14,20000,2000,2000,45.85582477,1.540750832,2.043437691,0.502846489,9825.584992
1008,fix,0.5,17,2000,1000,500,29.86123746,1.638921519,2.161696441,0.531138279,5901.035493
1009,fix,0.5,17,2000,1000,1000,60.20681517,1.751959183,2.249481106,0.504224062,262.8560101
1010,fix,0.5,17,2000,1000,2000,130.5225665,1.88547014,2.37855027,0.512413443,3784.920724
1011,fix,0.5,17,2000,1500,500,18.33117954,1.489526361,1.969619648,0.480315846,8055.982526
1012,fix,0.5,17,2000,1500,1000,39.37532626,1.743658251,2.227464611,0.484514512,8356.309959
1013,fix,0.5,17,2000,1500,2000,81.01909306,1.684286864,2.203243556,0.519210893,4152.560865
1014,fix,0.5,17,2000,2000,500,17.38196501,2.040325033,2.534052816,0.508667916,4290.56186
1015,fix,0.5,17,2000,2000,1000,33.34513939,2.044117995,2.526837545,0.482986223,4567.3598
1016,fix,0.5,17,2000,2000,2000,61.67309797,1.825323239,2.323947897,0.49902465,4994.0863
1017,fix,0.5,17,5000,1000,500,27.29989513,1.505101429,2.000025456,0.50092224,9645.52777
1018,fix,0.5,17,5000,1000,1000,59.13831192,1.618754053,2.107573125,0.489004503,2403.095422
1019,fix,0.5,17,5000,1000,2000,117.3493882,1.571837562,2.068340578,0.49727897,2706.465333
1020,fix,0.5,17,5000,1500,500,19.516717,1.629822023,2.125220207,0.497518055,2903.526589
1021,fix,0.5,17,5000,1500,1000,39.34064075,1.66654062,2.170050542,0.50837554,6153.60208
1022,fix,0.5,17,5000,1500,2000,84.48852636,1.85834707,2.369223159,0.511228386,8509.440683
1023,fix,0.5,17,5000,2000,500,13.87769683,1.522044022,2.012405768,0.496513549,9448.563522
1024,fix,0.5,17,5000,2000,1000,31.01214705,1.82400313,2.316925528,0.494780305,3446.449552
1025,fix,0.5,17,5000,2000,2000,62.44472635,1.841032079,2.335633248,0.50626851,1661.119259
1026,fix,0.5,17,10000,1000,500,28.42669837,1.603744006,2.105134854,0.502971674,5826.40967
1027,fix,0.5,17,10000,1000,1000,58.3653802,1.619174857,2.12048397,0.503875125,3381.237631
1028,fix,0.5,17,10000,1000,2000,119.2803663,1.678715551,2.18380598,0.510030938,6049.610226
1029,fix,0.5,17,10000,1500,500,20.19946347,1.731668722,2.235042431,0.5045521,8603.24793
1030,fix,0.5,17,10000,1500,1000,39.73202228,1.707527321,2.203978216,0.496588105,1791.035928
1031,fix,0.5,17,10000,1500,2000,78.85002944,1.647539484,2.145214437,0.497837585,8989.913228
1032,fix,0.5,17,10000,2000,500,14.22776785,1.609588563,2.099693099,0.491584243,6514.306476
1033,fix,0.5,17,10000,2000,1000,28.86744436,1.601069326,2.102929835,0.503060734,4769.250623
1034,fix,0.5,17,10000,2000,2000,59.44628737,1.697207103,2.192278793,0.497812655,3116.281872
1035,fix,0.5,17,20000,1000,500,28.78734839,1.606720058,2.103826116,0.4972466,5677.021337
1036,fix,0.5,17,20000,1000,1000,60.88602551,1.744064777,2.251304989,0.509162776,1785.619131
1037,fix,0.5,17,20000,1000,2000,118.6273133,1.688356016,2.184990684,0.496963522,5320.105058
1038,fix,0.5,17,20000,1500,500,19.7599366,1.676115374,2.182215761,0.506155056,4724.143244
1039,fix,0.5,17,20000,1500,1000,38.7474777,1.61646084,2.118369893,0.502025113,4968.918628
1040,fix,0.5,17,20000,1500,2000,79.45462898,1.695712242,2.196201327,0.503451065,5990.421798
1041,fix,0.5,17,20000,2000,500,15.06040196,1.715554984,2.220122678,0.504593751,4259.506712
1042,fix,0.5,17,20000,2000,1000,29.32538909,1.649323686,2.149101412,0.500031029,3279.462411
1043,fix,0.5,17,20000,2000,2000,59.84399738,1.700597599,2.196562164,0.496016829,6008.086423
1044,fix,0.5,20,2000,1000,500,35.35606046,1.711834411,2.202443497,0.52126612,662.8314453
1045,fix,0.5,20,2000,1000,1000,77.69150377,1.918071479,2.400845894,0.484860393,9025.204038
1046,fix,0.5,20,2000,1000,2000,155.8171771,1.973450442,2.478693876,0.505593557,8856.00872
1047,fix,0.5,20,2000,1500,500,23.46301714,1.697696498,2.188956693,0.491907328,5748.646671
1048,fix,0.5,20,2000,1500,1000,56.85171769,2.152719074,2.671816957,0.51987612,8762.283653
1049,fix,0.5,20,2000,1500,2000,92.81593533,1.764112797,2.252561569,0.489796549,448.8066778
1050,fix,0.5,20,2000,2000,500,19.20130578,2.013650884,2.524320561,0.510944048,2789.888406
1051,fix,0.5,20,2000,2000,1000,36.8083183,1.746219341,2.255421454,0.509452442,7193.457779
1052,fix,0.5,20,2000,2000,2000,68.25674894,1.689483052,2.137833283,0.466555457,265.0514992
1053,fix,0.5,20,5000,1000,500,37.06699761,1.779833139,2.279157785,0.502029563,5936.82506
1054,fix,0.5,20,5000,1000,1000,70.70321183,1.701417872,2.19300772,0.491622894,5803.721838
1055,fix,0.5,20,5000,1000,2000,139.4718375,1.658986206,2.14785009,0.49497237,7317.013319
1056,fix,0.5,20,5000,1500,500,24.36323453,1.772047784,2.270038665,0.502321098,1648.225787
1057,fix,0.5,20,5000,1500,1000,49.40810148,1.766364667,2.259265564,0.505290422,323.0018828
1058,fix,0.5,20,5000,1500,2000,99.39743686,1.851632461,2.346556999,0.49782418,6826.412508
1059,fix,0.5,20,5000,2000,500,18.88677207,1.899473392,2.395356781,0.499061348,6271.369058
1060,fix,0.5,20,5000,2000,1000,35.94538587,1.744047687,2.256005988,0.51203864,3642.350174
1061,fix,0.5,20,5000,2000,2000,71.07411809,1.65476553,2.143835657,0.489185217,5117.569576
1062,fix,0.5,20,10000,1000,500,36.93016569,1.770744794,2.266068079,0.500867195,289.7837685
1063,fix,0.5,20,10000,1000,1000,71.48799259,1.706556939,2.200564403,0.495601981,9716.39813
1064,fix,0.5,20,10000,1000,2000,144.8867118,1.730947415,2.234299915,0.503524933,766.8753353
1065,fix,0.5,20,10000,1500,500,24.71217244,1.824027266,2.323188397,0.499275184,145.9522958
1066,fix,0.5,20,10000,1500,1000,46.65558502,1.620674972,2.117658652,0.497015731,6241.78549
1067,fix,0.5,20,10000,1500,2000,99.27529143,1.846763559,2.342475644,0.503604354,498.9435997
1068,fix,0.5,20,10000,2000,500,17.92008754,1.746857614,2.247161194,0.500661108,722.172395
1069,fix,0.5,20,10000,2000,1000,37.30795812,1.868660144,2.376765022,0.50829719,1621.818855
1070,fix,0.5,20,10000,2000,2000,69.84982954,1.687793054,2.174745143,0.489407467,7024.819528
1071,fix,0.5,20,20000,1000,500,35.85502505,1.729721011,2.226084428,0.496389503,9876.475818
1072,fix,0.5,20,20000,1000,1000,72.64071129,1.721652175,2.218849388,0.498325577,2347.844264
1073,fix,0.5,20,20000,1000,2000,142.3683601,1.692716614,2.188137193,0.497295462,9212.836402
1074,fix,0.5,20,20000,1500,500,24.14678937,1.772003935,2.269286289,0.497785146,951.07137
1075,fix,0.5,20,20000,1500,1000,47.04104988,1.686589507,2.187590453,0.501128784,7672.481016
1076,fix,0.5,20,20000,1500,2000,95.85724715,1.777955104,2.280681672,0.502772274,3912.64133
1077,fix,0.5,20,20000,2000,500,17.94253301,1.717761043,2.218328912,0.501146978,4614.535501
1078,fix,0.5,20,20000,2000,1000,36.31970419,1.7731955,2.27346842,0.500297913,9089.232484
1079,fix,0.5,20,20000,2000,2000,73.3459366,1.789987531,2.297535948,0.507603007,5426.131156
1080,fix,0.6,5,2000,1000,500,7.760396212,1.609631452,2.23400903,0.628244295,5981.022311
1081,fix,0.6,5,2000,1000,1000,15.36477893,1.58109603,2.198577974,0.620224783,6294.382364
1082,fix,0.6,5,2000,1000,2000,30.48131789,1.600196413,2.208515965,0.619233145,5514.785409
1083,fix,0.6,5,2000,1500,500,4.702150715,1.420238514,2.034472379,0.617634618,253.8895747
1084,fix,0.6,5,2000,1500,1000,9.172111924,1.332434832,1.943096113,0.613903097,4024.340387
1085,fix,0.6,5,2000,1500,2000,19.60950393,1.496148487,2.090049328,0.597722464,2420.97021
1086,fix,0.6,5,2000,2000,500,3.454940222,1.336672252,1.921777782,0.586893312,3134.376416
1087,fix,0.6,5,2000,2000,1000,7.012008849,1.353758219,1.946910331,0.599188996,7418.792278
1088,fix,0.6,5,2000,2000,2000,13.10109966,1.232799627,1.80167023,0.571568219,7846.039939
1089,fix,0.6,5,5000,1000,500,7.121563076,1.382236887,1.97335702,0.592530219,6363.672726
1090,fix,0.6,5,5000,1000,1000,14.52388479,1.452946466,2.048807403,0.59677835,9496.215243
1091,fix,0.6,5,5000,1000,2000,31.19000584,1.639469468,2.25690153,0.6175879,4945.783348
1092,fix,0.6,5,5000,1500,500,4.592610983,1.353620485,1.943559853,0.591507979,7238.456
1093,fix,0.6,5,5000,1500,1000,9.223990711,1.37723869,1.966151091,0.589470019,9720.879054
1094,fix,0.6,5,5000,1500,2000,18.17994847,1.373685195,1.963634321,0.592006713,5143.749672
1095,fix,0.6,5,5000,2000,500,3.54931752,1.432939807,2.039946691,0.607925931,1422.767902
1096,fix,0.6,5,5000,2000,1000,6.980630382,1.387873551,1.992081564,0.604452397,8558.092705
1097,fix,0.6,5,5000,2000,2000,12.91642746,1.236542949,1.807590339,0.574520264,3684.248093
1098,fix,0.6,5,10000,1000,500,7.371677131,1.523484117,2.126809238,0.60413974,1403.021169
1099,fix,0.6,5,10000,1000,1000,14.71717202,1.467952994,2.055566872,0.589816813,9078.666704
1100,fix,0.6,5,10000,1000,2000,29.77450552,1.524034672,2.132956892,0.610590105,4077.35264
1101,fix,0.6,5,10000,1500,500,4.845882618,1.519103556,2.122605522,0.605671599,143.72269
1102,fix,0.6,5,10000,1500,1000,9.393320858,1.406647039,1.999647392,0.594453271,8757.457986
1103,fix,0.6,5,10000,1500,2000,19.04098537,1.437952524,2.032607579,0.595636894,6886.845919
1104,fix,0.6,5,10000,2000,500,3.782016963,1.568979157,2.173069586,0.60505691,4240.25458
1105,fix,0.6,5,10000,2000,1000,6.908205577,1.395028896,1.986231831,0.591391727,3518.214611
1106,fix,0.6,5,10000,2000,2000,14.92548,1.513113966,2.114787465,0.602601106,6260.289892
1107,fix,0.6,5,20000,1000,500,7.224392305,1.471932288,2.063273541,0.591427746,3737.981695
1108,fix,0.6,5,20000,1000,1000,14.81430383,1.530080425,2.122203914,0.592265851,475.1184029
1109,fix,0.6,5,20000,1000,2000,29.20560752,1.470470107,2.074561459,0.604124247,3969.409658
1110,fix,0.6,5,20000,1500,500,4.781124597,1.413732619,2.008403653,0.594966222,9552.338001
1111,fix,0.6,5,20000,1500,1000,9.582001066,1.440212386,2.046371976,0.606241604,8185.548053
1112,fix,0.6,5,20000,1500,2000,19.4419674,1.507449904,2.10525972,0.599036958,4395.423051
1113,fix,0.6,5,20000,2000,500,3.748214653,1.528773268,2.128916645,0.600376066,2538.805065
1114,fix,0.6,5,20000,2000,1000,7.15368424,1.432764403,2.023926795,0.591443353,7347.020868
1115,fix,0.6,5,20000,2000,2000,14.1029629,1.431876018,2.018244463,0.586480581,1766.120012
1116,fix,0.6,8,2000,1000,500,11.80893688,1.596105231,2.193320793,0.599884086,4964.437851
1117,fix,0.6,8,2000,1000,1000,24.27213175,1.626671219,2.209751678,0.583240112,1462.349334
1118,fix,0.6,8,2000,1000,2000,51.85916275,1.791164327,2.359497928,0.571255818,2048.131115
1119,fix,0.6,8,2000,1500,500,8.271499468,1.68101174,2.254219299,0.573253415,2492.440184
1120,fix,0.6,8,2000,1500,1000,18.88604639,2.014643705,2.624667377,0.614814477,1545.073775
1121,fix,0.6,8,2000,1500,2000,33.44872072,1.797879511,2.361060204,0.573062069,2164.2337
1122,fix,0.6,8,2000,2000,500,6.130611741,1.619498309,2.209902494,0.590946147,4771.683853
1123,fix,0.6,8,2000,2000,1000,12.07046261,1.528299284,2.099268398,0.571342746,13.66636608
1124,fix,0.6,8,2000,2000,2000,22.95312858,1.564631346,2.159562475,0.606666351,3474.060688
1125,fix,0.6,8,5000,1000,500,12.38117653,1.662852945,2.262885585,0.600193716,7460.007944
1126,fix,0.6,8,5000,1000,1000,24.97058597,1.686495209,2.262073748,0.576543571,9137.217407
1127,fix,0.6,8,5000,1000,2000,50.36092624,1.734733963,2.326588443,0.593293658,581.1590121
1128,fix,0.6,8,5000,1500,500,9.035440592,1.769047473,2.366392132,0.602640794,9135.675427
1129,fix,0.6,8,5000,1500,1000,18.23083044,1.91036266,2.510210622,0.600953404,1826.744372
1130,fix,0.6,8,5000,1500,2000,33.49078812,1.638668431,2.227062989,0.588496719,5197.671348
1131,fix,0.6,8,5000,2000,500,6.191915036,1.705735081,2.290326385,0.584742024,8694.2912
1132,fix,0.6,8,5000,2000,1000,12.51689397,1.702561111,2.293813035,0.591372258,5561.887697
1133,fix,0.6,8,5000,2000,2000,24.65327231,1.621006933,2.228196678,0.607331955,3805.284376
1134,fix,0.6,8,10000,1000,500,13.04029284,1.800217475,2.396492796,0.598269139,2260.854065
1135,fix,0.6,8,10000,1000,1000,26.57105051,1.88509811,2.486485817,0.602141429,8220.920134
1136,fix,0.6,8,10000,1000,2000,53.91990507,1.895638241,2.507130668,0.61219436,6680.242894
1137,fix,0.6,8,10000,1500,500,8.521429937,1.773245292,2.371719506,0.598744484,2513.568039
1138,fix,0.6,8,10000,1500,1000,17.8161284,1.900842054,2.501794502,0.601827354,2791.202222
1139,fix,0.6,8,10000,1500,2000,33.01614659,1.676420042,2.277837729,0.601495653,651.1570411
1140,fix,0.6,8,10000,2000,500,6.579628345,1.79294678,2.404095142,0.611692768,122.2607261
1141,fix,0.6,8,10000,2000,1000,13.23623077,1.83528645,2.436571588,0.603924041,2871.03805
1142,fix,0.6,8,10000,2000,2000,25.70404888,1.752368994,2.342226133,0.591919571,9404.825083
1143,fix,0.6,8,20000,1000,500,12.87175665,1.721002396,2.313431926,0.59248054,2092.74385
1144,fix,0.6,8,20000,1000,1000,27.00969758,1.886849505,2.492366785,0.605793796,7642.622093
1145,fix,0.6,8,20000,1000,2000,54.21763717,1.881662367,2.482643927,0.60231296,8847.811546
1146,fix,0.6,8,20000,1500,500,8.453157206,1.729604014,2.323795938,0.594297438,9936.470847
1147,fix,0.6,8,20000,1500,1000,16.89516991,1.74683912,2.347198875,0.60080648,6700.580239
1148,fix,0.6,8,20000,1500,2000,35.02195564,1.786893299,2.390324033,0.603853639,9189.128497
1149,fix,0.6,8,20000,2000,500,6.487500724,1.779012683,2.372962462,0.594863995,8998.7677
1150,fix,0.6,8,20000,2000,1000,12.46221818,1.660079142,2.252165071,0.592134948,6345.998019
1151,fix,0.6,8,20000,2000,2000,26.19628116,1.794173182,2.392716123,0.599245273,926.2754427
1152,fix,0.6,11,2000,1000,500,18.32634079,1.888348336,2.472234099,0.596840487,8522.336712
1153,fix,0.6,11,2000,1000,1000,35.18489593,1.701573068,2.280078079,0.588789098,4562.024912
1154,fix,0.6,11,2000,1000,2000,77.16278929,1.947691878,2.515197672,0.575650731,3247.812714
1155,fix,0.6,11,2000,1500,500,12.12163538,1.757676613,2.358042003,0.60287065,1914.079116
1156,fix,0.6,11,2000,1500,1000,25.90223137,1.913897366,2.532050299,0.61887471,2768.872637
1157,fix,0.6,11,2000,1500,2000,46.84697088,1.86800222,2.414874183,0.552662908,7493.659553
1158,fix,0.6,11,2000,2000,500,10.32452859,2.133465839,2.750671363,0.630336674,6687.413397
1159,fix,0.6,11,2000,2000,1000,18.96592209,1.961924268,2.538911179,0.599020874,1575.908442
1160,fix,0.6,11,2000,2000,2000,37.38237661,1.808025378,2.375823473,0.577714445,7250.641594
1161,fix,0.6,11,5000,1000,500,17.53513802,1.754940167,2.327320583,0.575429825,823.7195213
1162,fix,0.6,11,5000,1000,1000,36.51438396,1.836102285,2.417406393,0.582484743,1497.545758
1163,fix,0.6,11,5000,1000,2000,81.87602833,2.119871682,2.733743085,0.616874113,7439.519583
1164,fix,0.6,11,5000,1500,500,12.1840596,1.866176738,2.45044041,0.589303487,5515.465364
1165,fix,0.6,11,5000,1500,1000,25.73565942,1.995366588,2.590110936,0.595214012,6205.843244
1166,fix,0.6,11,5000,1500,2000,49.45451754,1.932709592,2.526258394,0.594104997,8815.993183
1167,fix,0.6,11,5000,2000,500,9.139215151,1.813010706,2.400533339,0.587796484,9664.385738
1168,fix,0.6,11,5000,2000,1000,18.24830172,1.765568582,2.34619135,0.586860069,6373.719208
1169,fix,0.6,11,5000,2000,2000,39.08887716,2.013183595,2.601086985,0.592531557,9066.103696
1170,fix,0.6,11,10000,1000,500,19.72232149,2.037576188,2.623975151,0.586544621,574.2863912
1171,fix,0.6,11,10000,1000,1000,39.9591432,2.109394599,2.712498125,0.603172053,5663.289626
1172,fix,0.6,11,10000,1000,2000,79.2113503,2.066100679,2.657730833,0.595267912,8140.810396
1173,fix,0.6,11,10000,1500,500,12.53066802,1.943766172,2.535424747,0.591786521,5625.840757
1174,fix,0.6,11,10000,1500,1000,25.04315877,1.947347087,2.528217978,0.583871031,7996.914349
1175,fix,0.6,11,10000,1500,2000,50.97943267,1.981444676,2.578624333,0.597321202,4423.790868
1176,fix,0.6,11,10000,2000,500,9.880167898,1.978209474,2.564476255,0.58949018,2963.900724
1177,fix,0.6,11,10000,2000,1000,19.61103973,2.043734622,2.628638337,0.587371101,433.3854137
1178,fix,0.6,11,10000,2000,2000,38.68018792,1.997447252,2.599707901,0.602437998,1208.148419
1179,fix,0.6,11,20000,1000,500,19.57418059,2.065754464,2.669162506,0.603501519,419.6331276
1180,fix,0.6,11,20000,1000,1000,37.95512003,1.952677834,2.559581102,0.607968325,3060.397417
1181,fix,0.6,11,20000,1000,2000,78.79798427,2.013043253,2.615604763,0.603347573,4498.831322
1182,fix,0.6,11,20000,1500,500,12.43272206,1.873838182,2.471936,0.598600538,5809.576871
1183,fix,0.6,11,20000,1500,1000,26.07769691,1.995030378,2.596426432,0.601427892,7634.352511
1184,fix,0.6,11,20000,1500,2000,49.82420749,1.882354218,2.466698501,0.58570989,9512.174687
1185,fix,0.6,11,20000,2000,500,9.577675172,1.973692961,2.570325448,0.596710861,6371.087997
1186,fix,0.6,11,20000,2000,1000,18.61979713,1.849313222,2.436242084,0.586951577,7506.958101
1187,fix,0.6,11,20000,2000,2000,38.32965258,1.948973314,2.548991566,0.601197017,4847.399634
1188,fix,0.6,14,2000,1000,500,23.75884941,1.905240023,2.461740238,0.556739767,6538.592805
1189,fix,0.6,14,2000,1000,1000,47.05968105,1.871456746,2.407383174,0.567965359,5962.840149
1190,fix,0.6,14,2000,1000,2000,107.5080641,2.17731134,2.78256473,0.617834968,2755.178871
1191,fix,0.6,14,2000,1500,500,15.97241717,1.98192694,2.552825745,0.586306182,927.5179189
1192,fix,0.6,14,2000,1500,1000,32.88471709,1.951675015,2.534976056,0.587970579,446.4444022
1193,fix,0.6,14,2000,1500,2000,69.31904717,2.133937613,2.728915481,0.595228865,7376.169603
1194,fix,0.6,14,2000,2000,500,13.33583546,2.314075652,2.921578942,0.608379988,382.952118
1195,fix,0.6,14,2000,2000,1000,26.11855574,2.118310087,2.69748558,0.586793363,2111.910243
1196,fix,0.6,14,2000,2000,2000,48.90292876,1.882062587,2.456584442,0.574847065,8904.174977
1197,fix,0.6,14,5000,1000,500,23.8572344,1.911024388,2.482900601,0.587366787,9541.688176
1198,fix,0.6,14,5000,1000,1000,49.65938997,1.990445558,2.57307992,0.587655069,9196.890364
1199,fix,0.6,14,5000,1000,2000,108.3836592,2.184112949,2.781626279,0.597602176,6189.668273
1200,fix,0.6,14,5000,1500,500,16.92227654,2.043720189,2.637930805,0.601790594,6443.74274
1201,fix,0.6,14,5000,1500,1000,35.21671427,2.204277762,2.812798247,0.608777216,6472.593808
1202,fix,0.6,14,5000,1500,2000,66.7436958,2.031497594,2.612008956,0.583988608,2978.449073
1203,fix,0.6,14,5000,2000,500,13.19262009,2.127954386,2.709935397,0.582304295,9528.038831
1204,fix,0.6,14,5000,2000,1000,26.23373801,2.140357166,2.737336185,0.59740523,265.8191589
1205,fix,0.6,14,5000,2000,2000,51.12808946,2.136939573,2.714226787,0.580771607,667.0698593
1206,fix,0.6,14,10000,1000,500,25.80478161,2.085962218,2.687453789,0.601720854,2967.408411
1207,fix,0.6,14,10000,1000,1000,53.8880679,2.285125426,2.881767358,0.606220174,1186.424263
1208,fix,0.6,14,10000,1000,2000,108.1754185,2.260876537,2.865879864,0.608184333,3069.566513
1209,fix,0.6,14,10000,1500,500,17.56567107,2.069894883,2.66255062,0.595975184,1675.355312
1210,fix,0.6,14,10000,1500,1000,32.88339909,1.981576287,2.569258289,0.589093027,6106.642366
1211,fix,0.6,14,10000,1500,2000,71.29262233,2.174222581,2.763343987,0.592593876,6500.375204
1212,fix,0.6,14,10000,2000,500,13.39722962,2.214592251,2.828926763,0.616448619,2796.333367
1213,fix,0.6,14,10000,2000,1000,26.56533069,2.190422568,2.791221194,0.600835085,3356.7259
1214,fix,0.6,14,10000,2000,2000,52.39295563,2.189601553,2.789202764,0.599710946,697.0301456
1215,fix,0.6,14,20000,1000,500,27.11135742,2.248484263,2.850760393,0.603764984,116.7104573
1216,fix,0.6,14,20000,1000,1000,55.39289065,2.415011934,3.017043692,0.602461578,8423.954785
1217,fix,0.6,14,20000,1000,2000,101.0590436,2.007819172,2.611250772,0.603462425,2248.222894
1218,fix,0.6,14,20000,1500,500,17.77448778,2.235110932,2.842060135,0.608751044,9103.54233
1219,fix,0.6,14,20000,1500,1000,35.17193571,2.228097403,2.835056482,0.607013853,9617.742803
1220,fix,0.6,14,20000,1500,2000,69.30533744,2.13908587,2.73840919,0.601401922,2652.403155
1221,fix,0.6,14,20000,2000,500,12.91741988,2.091374863,2.691982997,0.600627805,1090.320974
1222,fix,0.6,14,20000,2000,1000,25.24727085,2.039011855,2.629558177,0.592524157,430.8638104
1223,fix,0.6,14,20000,2000,2000,50.3544693,2.052567443,2.644351219,0.591847601,9793.135264
1224,fix,0.6,17,2000,1000,500,34.34780846,2.421043296,3.071068704,0.651711774,4300.142003
1225,fix,0.6,17,2000,1000,1000,62.48019337,1.960925302,2.545770392,0.58487215,1282.677859
1226,fix,0.6,17,2000,1000,2000,128.6726658,2.125768605,2.661114364,0.571578121,5320.377733
1227,fix,0.6,17,2000,1500,500,20.99827144,2.201707604,2.779965498,0.582675069,8087.139181
1228,fix,0.6,17,2000,1500,1000,41.17340624,1.916364484,2.49237527,0.580127789,3912.822678
1229,fix,0.6,17,2000,1500,2000,87.73318167,2.257161265,2.76589414,0.546498366,1217.12875
1230,fix,0.6,17,2000,2000,500,15.4669546,2.081559294,2.679954192,0.599305162,2702.585461
1231,fix,0.6,17,2000,2000,1000,32.03067836,2.201959573,2.822897598,0.630783017,4511.582223
1232,fix,0.6,17,2000,2000,2000,60.93581218,1.930460912,2.509332788,0.579655089,4887.587213
1233,fix,0.6,17,5000,1000,500,34.72809468,2.455646993,3.081317452,0.625960715,360.7570323
1234,fix,0.6,17,5000,1000,1000,67.75410099,2.372619398,2.975045768,0.614349488,7224.32218
1235,fix,0.6,17,5000,1000,2000,132.2621923,2.327159179,2.937808312,0.610966909,6851.672794
1236,fix,0.6,17,5000,1500,500,22.66848638,2.290153067,2.89016954,0.600759589,973.3811941
1237,fix,0.6,17,5000,1500,1000,45.41303274,2.310387492,2.904762207,0.604522654,7032.260077
1238,fix,0.6,17,5000,1500,2000,89.11495971,2.217581087,2.797498925,0.580645258,8409.005688
1239,fix,0.6,17,5000,2000,500,15.64607736,2.070854111,2.645706663,0.575022942,1751.022963
1240,fix,0.6,17,5000,2000,1000,32.17518363,2.151704349,2.759560647,0.608318647,235.5855444
1241,fix,0.6,17,5000,2000,2000,68.07443002,2.3201695,2.905215942,0.586097785,1331.942794
1242,fix,0.6,17,10000,1000,500,33.25272361,2.235561345,2.848283282,0.613167465,3781.443836
1243,fix,0.6,17,10000,1000,1000,63.64334897,2.166554831,2.753354834,0.587062687,2321.565525
1244,fix,0.6,17,10000,1000,2000,134.3547333,2.37141447,2.982851177,0.611590454,709.8900032
1245,fix,0.6,17,10000,1500,500,21.91058942,2.263356313,2.861450814,0.598791063,1712.937352
1246,fix,0.6,17,10000,1500,1000,44.61114936,2.313038872,2.914091237,0.604371226,1494.567045
1247,fix,0.6,17,10000,1500,2000,87.29317869,2.200837845,2.786940973,0.589239742,2543.505092
1248,fix,0.6,17,10000,2000,500,16.28380415,2.17894256,2.784262456,0.606321725,8577.150296
1249,fix,0.6,17,10000,2000,1000,33.07533466,2.298450654,2.895333015,0.597100751,6829.924119
1250,fix,0.6,17,10000,2000,2000,67.84270891,2.330380145,2.934182883,0.605528365,3462.821263
1251,fix,0.6,17,20000,1000,500,32.63087377,2.237562506,2.833961491,0.598238336,3804.847936
1252,fix,0.6,17,20000,1000,1000,68.13392055,2.33220947,2.935206881,0.60303596,9051.503216
1253,fix,0.6,17,20000,1000,2000,133.0631847,2.249384067,2.849041446,0.601693928,163.3888423
1254,fix,0.6,17,20000,1500,500,21.72647374,2.169055006,2.768785122,0.600221682,8197.223667
1255,fix,0.6,17,20000,1500,1000,42.38663122,2.128209741,2.714618264,0.591005285,4582.661274
1256,fix,0.6,17,20000,1500,2000,88.45048041,2.247720417,2.839156339,0.591699307,7873.314147
1257,fix,0.6,17,20000,2000,500,16.55668264,2.262046048,2.864372673,0.603708511,5413.56059
1258,fix,0.6,17,20000,2000,1000,32.89213946,2.265975866,2.856901532,0.592021626,6861.356263
1259,fix,0.6,17,20000,2000,2000,66.02549034,2.291806749,2.891145475,0.600173726,1166.932689
1260,fix,0.6,20,2000,1000,500,36.70473816,1.983449769,2.544808042,0.561541587,7021.312608
1261,fix,0.6,20,2000,1000,1000,71.98561624,1.841110901,2.414262537,0.574149918,6302.660618
1262,fix,0.6,20,2000,1000,2000,157.4380017,2.264000973,2.862354138,0.605976252,2736.440796
1263,fix,0.6,20,2000,1500,500,32.1634837,3.019660281,3.584777306,0.608276768,2909.986652
1264,fix,0.6,20,2000,1500,1000,49.43269318,2.090009731,2.628526349,0.578174612,101.4118614
1265,fix,0.6,20,2000,1500,2000,105.5332485,2.357404433,2.9004377,0.594713416,3813.781827
